57 25 65
75 58 0
87 85 1
46 85 88
90 19 47
13 64 47
7 5 10
89 53 9
38 91 54
52 75 7
75 21 8
97 50 81
85 65 13
1 28 67
44 24 73
52 51 82
33 29 83
38 79 95
12 26 70
48 47 77
23 18 32
47 43 96
76 70 7
90 39 25
65 44 87
76 66 60
44 57 97
53 1 18
75 20 93
64 32 53
46 94 81
6 64 78
79 15 76
29 25 14
10 24 57
32 51 52
87 88 22
68 27 8
14 69 44
9 48 38
11 8 82
34 24 73
4 68 3
63 47 60
96 87 42
71 64 89
74 66 59
93 30 9
54 80 81
36 68 77
74 76 98
36 90 42
9 35 46
89 36 7
50 93 13
27 51 31
91 17 51
49 76 84
73 25 73
64 51 59
38 15 57
45 48 54
23 89 24
80 23 28
54 19 78
78 29 12
1 50 34
20 92 22
21 70 21
54 61 45
43 23 11
56 11 48
7 38 28
83 48 1
87 48 22
5 72 43
16 48 61
12 88 63
43 5 47
57 73 16
44 28 1
59 24 78
28 62 48
87 94 85
2 22 83
74 84 85
21 13 99
78 74 94
62 14 82
70 41 80
51 49 15
9 53 2
7 22 49
30 38 38
77 38 76
2 74 44
32 93 45
8 17 77
15 7 42
12 74 83
96 72 9
11 70 92
55 23 86
0 57 93
33 9 69
78 39 13
64 94 28
35 62 98
59 81 82
49 5 39
88 86 48
42 3 52
99 42 41
75 23 78
61 2 47
80 96 85
4 2 52
38 95 28
88 77 30
6 4 0
0 44 18
49 58 74
78 42 67
80 66 3
58 35 86
43 52 8
59 57 16
47 59 34
16 33 82
54 45 11
1 56 26
77 91 9
77 36 70
27 60 90
93 11 92
13 91 38
65 56 25
57 35 30
17 75 21
31 7 77
27 92 72
6 45 34
18 41 27
45 40 22
39 20 84
84 99 35
66 15 44
53 93 91
84 6 34
25 50 79
30 38 68
87 57 20
92 74 0
7 39 12
43 62 13
38 33 5
27 45 93
84 55 45
9 36 53
97 15 33
18 19 92
78 98 16
40 39 48
96 40 19
78 96 99
52 22 82
70 61 18
42 3 71
84 12 27
55 73 10
20 41 55
64 21 11
50 83 37
79 21 38
99 43 81
56 44 18
56 22 25
19 14 66
53 17 38
55 94 42
58 11 22
88 92 83
84 97 20
0 74 72
71 26 67
57 74 59
95 19 20
33 17 65
39 18 89
43 34 59
21 24 72
22 4 18
86 86 28
45 66 95
33 55 3
11 16 54
81 55 63
74 80 79
20 71 59
48 47 12
22 65 8
77 85 54
25 76 81
70 14 33
47 95 51
4 85 54
46 59 89
63 95 7
1 77 70
57 20 8
91 18 55
24 32 50
56 54 94
11 77 77
50 32 24
84 65 49
51 60 44
10 17 94
60 85 63
38 77 86
9 26 32
93 56 4
25 87 40
89 98 85
87 74 49
89 52 4
41 0 95
62 36 26
32 50 43
11 11 97
12 73 0
91 76 42
69 77 45
29 54 41
27 33 86
35 96 58
59 22 98
0 27 71
24 49 92
24 15 14
3 22 60
6 40 85
83 69 99
98 35 7
53 62 71
50 43 86
2 13 38
97 43 12
98 33 48
18 88 90
64 7 84
32 65 32
30 26 9
7 93 0
10 90 77
70 78 37
99 5 13
59 7 65
36 81 32
63 84 14
43 91 35
53 95 18
86 31 8
69 99 89
96 72 0
46 17 74
76 88 60
16 6 3
34 5 10
32 97 49
44 91 2
46 56 23
10 73 45
78 3 85
49 42 5
69 58 84
44 13 29
44 43 64
19 48 86
99 88 90
89 57 52
38 17 17
23 64 87
76 78 17
16 22 28
27 26 24
76 20 89
0 98 97
94 11 26
9 80 66
87 13 68
16 34 56
84 0 53
52 27 38
89 64 27
50 15 17
68 29 43
80 34 11
44 72 89
85 74 81
25 12 86
62 63 85
74 75 63
35 62 76
65 78 95
46 17 85
27 77 77
51 83 7
54 89 45
9 36 12
65 49 82
53 40 10
85 87 38
3 51 9
28 53 4
60 94 93
53 56 71
4 51 62
53 80 0
24 38 18
18 33 50
93 6 72
66 64 87
0 63 52
73 55 21
79 84 20
71 95 98
59 40 43
97 4 84
16 17 70
78 8 37
50 98 9
45 33 3
42 83 12
46 85 75
53 38 33
76 45 5
98 8 56
72 36 93
15 66 78
51 0 86
84 28 86
55 20 28
52 8 40
82 62 14
64 65 82
10 49 67
76 11 73
53 84 34
68 95 9
5 85 24
94 30 57
3 30 78
20 72 38
65 65 45
59 46 73
30 86 90
28 51 50
12 77 81
22 40 24
4 6 92
25 49 47
19 20 33
80 78 94
60 93 87
33 71 90
39 52 71
77 42 52
30 32 72
73 93 22
36 33 60
67 8 15
39 88 95
24 23 51
20 80 23
83 23 18
44 63 59
42 56 36
59 67 93
49 11 58
7 55 69
21 62 30
17 67 8
27 8 35
37 44 5
55 86 28
76 68 63
10 6 35
66 40 82
58 38 82
4 70 77
56 35 23
90 1 53
33 82 83
72 57 74
46 93 69
2 31 48
51 89 45
40 64 93
17 2 48
68 39 38
78 25 80
9 81 33
93 32 38
67 3 24
81 29 17
52 80 67
72 34 32
35 2 41
0 59 3
36 54 85
49 66 30
89 54 76
85 7 90
74 41 26
66 87 88
79 26 84
93 94 29
58 13 76
25 96 31
32 92 55
60 51 57
82 6 29
34 49 90
44 5 65
6 38 59
73 53 31
48 35 87
63 28 77
71 88 17
67 74 85
62 15 83
40 63 50
45 59 22
49 8 85
26 97 49
25 12 95
73 50 69
31 59 76
34 55 65
22 74 33
39 92 30
50 83 59
5 61 7
89 98 50
31 76 37
88 42 77
21 89 1
53 4 97
27 20 74
79 97 66
84 35 47
27 23 39
37 26 72
2 60 82
56 46 20
38 27 81
35 73 34
18 47 52
77 88 72
43 28 8
83 35 82
97 13 20
81 14 3
12 0 69
45 13 98
49 22 33
46 74 61
1 31 60
26 57 54
90 50 14
30 64 59
41 44 31
8 4 39
81 80 47
4 54 46
47 86 71
88 56 33
90 9 47
68 80 26
8 28 45
99 84 62
8 99 53
58 45 84
68 6 6
65 35 44
44 33 47
11 72 27
29 80 25
46 68 6
66 91 24
30 70 85
59 41 37
57 87 27
15 2 10
29 3 88
47 37 61
43 29 51
46 58 1
5 81 97
96 21 67
64 30 43
73 84 1
57 25 89
35 5 11
13 30 53
9 67 17
43 20 39
54 15 33
65 70 70
91 64 63
7 90 24
11 70 6
52 98 38
74 31 65
57 59 70
96 31 43
66 59 30
95 5 36
34 10 11
52 8 51
19 66 38
95 72 33
60 74 48
17 62 17
31 69 53
72 91 54
32 17 33
45 34 90
63 83 65
94 83 88
48 2 38
86 78 27
38 43 31
5 39 21
49 28 5
76 90 87
94 35 97
43 93 89
70 69 91
34 8 54
88 36 82
21 62 48
55 77 5
5 48 27
46 56 78
3 54 63
15 40 95
57 35 44
58 63 12
64 22 37
6 92 31
89 75 35
21 83 95
47 29 36
77 3 70
13 70 97
30 97 77
86 96 23
4 6 43
37 16 38
25 14 46
97 89 96
20 91 13
87 24 72
7 88 52
14 42 76
12 6 61
68 92 60
40 0 18
13 80 54
66 65 67
1 63 96
73 0 90
23 55 3
59 83 72
42 22 11
37 96 2
89 74 92
17 63 83
29 98 10
50 70 22
32 58 79
31 82 29
29 0 85
64 98 49
77 97 34
11 77 59
85 95 44
75 76 14
63 34 78
55 41 64
0 81 62
33 74 60
59 21 77
10 75 50
65 40 78
18 23 23
79 30 95
11 12 56
51 5 47
50 24 48
97 0 96
18 37 45
94 25 78
64 59 7
60 12 34
46 82 4
6 33 1
78 40 13
92 68 23
11 86 80
61 6 24
27 71 10
4 47 99
33 37 67
65 7 95
37 0 99
65 15 92
19 8 30
91 34 43
74 67 99
65 91 10
48 55 49
49 64 91
21 5 43
95 69 11
20 50 6
75 69 81
38 26 32
93 15 33
50 88 23
8 62 28
48 94 10
53 70 10
49 56 98
10 2 71
11 38 44
51 55 47
77 68 65
54 88 74
10 70 50
25 53 89
80 21 5
85 5 25
48 77 81
60 2 41
48 90 96
22 59 1
30 72 60
68 6 77
45 90 68
34 50 77
81 14 48
76 1 59
77 58 42
36 13 35
33 68 34
90 22 83
4 90 84
37 7 94
93 25 14
56 71 11
70 67 39
43 58 59
75 14 13
82 3 99
77 31 50
79 67 27
55 74 45
8 11 17
45 86 18
65 40 4
24 20 27
67 43 88
82 60 28
81 14 55
62 31 45
71 85 82
29 70 65
38 26 37
6 78 84
62 96 5
11 41 38
41 17 62
83 17 98
76 89 27
40 61 88
77 26 67
14 95 34
36 34 98
3 70 61
8 0 6
98 94 68
30 62 50
43 99 67
64 78 79
1 74 68
18 25 47
39 32 9
5 54 58
85 7 47
38 34 32
49 28 86
89 12 28
5 14 75
61 99 48
94 35 67
22 84 72
30 57 31
5 83 53
36 60 37
44 8 22
56 2 22
37 14 13
65 96 4
21 94 42
11 35 39
72 74 85
43 47 83
6 32 96
39 68 31
46 93 21
23 3 45
13 46 42
2 28 31
23 48 53
36 47 75
24 25 1
93 7 99
63 97 22
92 85 68
54 41 9
48 7 34
58 34 21
2 79 56
19 29 60
93 89 36
48 38 97
96 45 78
22 51 82
14 70 63
42 23 48
34 6 40
32 86 70
54 60 53
24 39 46
80 34 63
59 36 99
47 25 43
59 4 9
42 17 22
17 72 44
23 81 26
70 9 26
20 42 52
2 65 53
86 32 67
88 95 21
16 74 34
41 21 49
31 32 35
68 3 81
42 85 45
1 24 3
11 98 32
66 12 65
62 56 86
68 97 37
87 81 28
10 51 87
93 95 0
39 68 9
72 29 98
13 52 32
24 1 10
17 36 51
53 97 2
36 7 26
89 70 81
46 40 70
8 7 22
48 14 63
10 13 36
58 47 23
66 36 24
63 42 34
26 18 63
86 92 29
75 91 99
4 34 22
46 46 93
36 53 21
64 46 8
57 38 22
9 27 78
68 13 80
78 88 63
50 66 31
71 79 37
63 54 38
28 39 64
43 65 22
20 13 98
23 5 45
29 65 64
28 15 74
80 72 92
29 79 1
68 67 61
16 87 63
64 75 70
48 89 4
73 31 61
70 75 7
11 8 14
11 30 92
95 35 1
33 21 20
57 5 75
56 18 16
74 16 17
21 38 29
77 67 67
62 68 41
13 32 38
78 1 19
76 25 55
57 88 81
95 38 2
97 27 92
51 31 27
73 29 90
79 80 26
31 83 38
90 16 56
20 91 18
73 85 32
23 55 98
25 97 44
0 41 1
51 24 70
13 24 66
64 14 13
96 42 64
69 29 28
0 95 32
4 88 2
90 17 17
94 8 55
3 77 71
26 24 70
59 32 95
4 94 11
97 53 26
48 69 42
77 15 9
45 52 53
12 52 1
98 37 36
24 5 81
79 52 34
26 5 49
23 30 62
2 19 3
60 14 45
11 1 81
91 4 46
87 32 61
70 39 49
58 78 41
75 50 98
3 13 86
74 88 39
32 4 76
84 31 54
12 97 93
63 96 80
38 2 29
43 38 46
48 20 32
2 7 70
57 87 51
53 15 65
6 6 51
87 77 97
67 80 20
49 61 37
29 48 30
39 83 7
54 95 78
8 26 66
76 36 85
18 40 76
18 19 71
91 7 87
81 72 13
86 36 54
95 50 50
56 19 28
18 61 94
9 35 16
83 65 36
16 89 83
65 36 35
53 23 99
47 3 7
78 74 92
60 59 3
34 79 40
18 5 73
33 60 21
79 67 40
55 31 23
54 69 53
37 51 21
71 46 56
18 29 57
86 75 16
81 29 86
19 95 91
1 59 95
19 35 34
73 70 14
33 31 73
70 6 2
67 96 78
3 99 59
23 46 87
44 19 87
62 76 36
41 55 88
63 20 72
98 84 17
30 52 56
28 25 60
49 84 19
42 55 80
0 74 22
34 26 15
69 19 48
60 67 97
29 31 16
19 10 12
94 6 95
77 93 6
38 3 88
82 88 25
86 16 56
4 21 46
33 73 60
74 73 73
93 0 79
73 89 63
17 97 73
80 96 89
68 38 66
28 75 47
45 90 81
45 45 78
35 34 18
71 8 42
73 78 10
34 54 99
7 4 36
20 27 37
93 94 45
92 4 16
78 77 21
34 91 10
87 55 39
87 53 23
88 93 11
57 25 61
98 62 50
63 70 31
31 37 33
30 1 39
53 43 46
58 47 41
61 63 95
90 51 39
91 81 15
11 75 65
20 59 29
59 21 27
94 52 64
46 49 1
62 96 55
31 11 10
4 57 58
60 10 0
91 25 47
70 61 82
96 14 57
48 41 54
51 50 70
56 79 21
1 96 72
31 75 42
49 26 77
45 96 57
52 3 83
21 0 3
29 17 1
98 99 97
16 54 51
85 15 19
71 10 8
58 7 5
12 12 8
76 30 6
18 29 37
16 84 97
60 56 5
41 33 68
68 64 66
94 2 46
25 27 63
83 42 82
72 28 54
65 75 82
91 36 23
92 87 28
15 46 13
56 27 81
51 26 49
83 4 6
38 28 11
51 75 24
44 56 24
91 38 8
45 94 67
48 38 23
76 67 99
15 46 51
7 96 38
39 6 95
26 58 7
17 74 82
56 85 84
71 47 88
68 53 18
32 29 23
57 84 6
70 80 93
19 52 67
93 3 10
99 35 18
2 99 65
9 25 74
3 15 7
53 42 69
72 32 57
77 1 35
86 13 95
54 12 64
96 14 28
72 6 18
39 33 67
75 14 9
97 52 51
43 6 70
83 26 32
99 71 48
96 0 6
29 24 76
86 3 36
67 95 41
15 95 34
9 23 99
97 78 66
66 33 75
5 0 43
2 91 65
97 93 27
61 83 20
28 98 47
6 56 35
97 33 40
11 95 80
18 18 37
93 23 40
9 40 6
8 20 60
1 93 51
70 20 7
19 86 7
8 78 79
66 83 52
6 48 8
61 72 27
15 79 88
39 72 68
23 64 9
92 91 4
56 5 72
45 67 36
32 55 47
47 71 43
90 56 39
17 99 25
81 20 82
64 31 61
93 66 55
71 92 19
1 23 32
94 3 68
7 38 10
66 94 55
21 97 86
3 7 22
49 86 62
82 29 97
95 85 15
4 8 93
0 57 90
34 57 37
42 62 23
16 44 4
74 8 16
31 83 85
28 5 3
39 54 48
32 69 3
33 72 26
60 23 19
50 32 75
17 4 64
34 83 91
62 22 23
68 65 52
24 75 43
92 90 47
8 78 90
28 5 20
5 73 62
63 64 51
1 50 40
41 22 96
31 47 99
14 50 18
0 7 53
10 10 89
18 16 44
5 29 11
10 79 92
76 63 29
48 5 32
46 94 18
29 84 85
15 65 45
25 29 62
6 74 15
55 37 52
17 13 37
36 4 46
57 65 59
91 16 13
30 76 37
10 64 86
4 42 11
13 1 80
87 29 22
19 11 1
54 48 76
17 88 35
50 35 50
2 53 7
54 18 80
34 65 36
83 71 37
41 44 93
52 20 44
57 42 50
78 26 5
38 73 51
82 89 49
60 73 33
52 12 52
32 86 51
99 15 4
78 69 56
92 29 80
40 20 55
69 84 14
80 20 80
18 22 18
61 16 78
8 32 54
45 59 3
46 24 52
76 77 61
48 39 24
73 24 95
72 28 50
18 82 49
73 1 8
30 94 82
93 12 11
54 33 52
68 92 72
93 90 46
65 61 99
44 81 54
48 8 58
81 12 14
52 2 50
90 46 69
90 30 88
54 54 10
65 88 44
98 18 46
71 16 78
11 16 91
4 82 45
49 38 97
36 45 47
87 43 0
7 44 29
84 10 23
99 18 89
23 81 37
25 77 46
26 63 67
69 38 98
60 15 30
70 87 31
76 60 61
99 45 11
64 71 41
98 32 34
33 87 60
26 57 54
50 64 60
41 10 73
63 21 88
57 13 9
26 41 33
89 17 68
70 40 63
36 87 45
84 99 93
81 91 2
43 98 40
50 41 90
3 92 56
15 1 26
20 72 29
1 15 30
77 6 13
44 72 50
89 11 93
6 87 54
23 33 81
38 75 12
54 43 31
15 94 82
1 67 43
47 82 92
12 19 83
73 92 43
99 42 62
80 27 40
61 33 93
32 45 73
40 94 0
53 42 46
1 35 12
39 48 27
72 10 47
64 27 41
31 23 64
46 44 41
60 42 21
40 25 99
39 16 18
60 65 15
84 79 36
72 23 22
32 53 42
79 27 21
69 35 75
94 40 28
57 71 24
22 11 10
74 32 7
11 53 21
89 76 71
81 60 5
83 63 30
50 23 15
74 85 52
76 45 14
28 85 43
5 57 84
43 10 75
14 89 96
10 68 70
98 28 0
9 96 63
37 22 2
98 54 6
51 15 72
97 5 39
76 23 3
52 18 38
55 76 55
38 60 6
53 9 70
9 20 48
66 62 51
38 64 7
80 13 97
13 96 20
20 1 18
9 71 45
45 7 27
28 40 34
65 66 58
50 86 44
72 50 53
38 2 33
44 94 59
85 27 41
82 8 38
19 53 79
8 94 34
32 37 58
9 4 85
62 34 11
71 54 53
24 92 7
57 21 64
10 46 78
96 15 32
25 75 75
19 76 4
51 99 39
44 74 85
54 18 6
84 3 41
96 55 86
77 2 23
21 40 15
27 21 9
89 31 92
49 62 37
10 52 52
8 3 25
24 17 10
2 99 84
92 79 32
53 18 6
88 76 47
86 68 17
68 17 61
82 60 32
59 29 22
66 46 16
53 27 58
98 99 10
10 60 63
40 0 35
60 7 77
54 37 14
15 45 90
52 96 43
26 57 30
28 23 1
20 94 56
76 68 56
86 6 83
1 9 35
